song_id,timestamp_ms,valence,arousal
10,15000,0.09196810000000001,-0.129007
10,15500,0.0954118,-0.13293059999999998
10,16000,0.09500320000000001,-0.13865270000000002
10,16500,0.09640879999999999,-0.13950200000000001
10,17000,0.09509000000000001,-0.142657
10,17500,0.09217499999999999,-0.151037
10,18000,0.09244530000000001,-0.156881
10,18500,0.09616300000000001,-0.150732
10,19000,0.10047700000000001,-0.15973800000000002
10,19500,0.10261000000000002,-0.15149100000000004
10,20000,0.10095290000000001,-0.146072
10,20500,0.09498090000000001,-0.14619500000000002
10,21000,0.10013585,-0.159054
10,21500,0.10289020000000001,-0.16335000000000002
10,22000,0.10519559999999999,-0.17909199999999997
10,22500,0.1057952,-0.183921
10,23000,0.1056748,-0.183716
10,23500,0.10535999999999998,-0.188861
10,24000,0.105653,-0.188855
10,24500,0.105653,-0.186448
10,25000,0.105653,-0.18343700000000002
10,25500,0.105653,-0.180092
10,26000,0.10651300000000001,-0.174318
10,26500,0.10627820000000002,-0.16577299999999998
10,27000,0.10266539999999999,-0.172997
10,27500,0.1008162,-0.17632099999999998
10,28000,0.1006602,-0.171518
10,28500,0.0764572,-0.163079
10,29000,0.012364200000000006,-0.163837
10,29500,-0.004645799999999986,-0.163974
10,30000,-0.007260999999999988,-0.169436
10,30500,-0.0036438999999999916,-0.177516
10,31000,-0.007029200000000002,-0.18853899999999998
10,31500,-0.006015199999999997,-0.179776
10,32000,-0.005652600000000006,-0.171715
10,32500,-0.010599199999999987,-0.176406
10,33000,-0.014539599999999991,-0.17987
10,33500,-0.01527569999999998,-0.17977
10,34000,-0.013811299999999993,-0.177904
10,34500,-0.01212669999999999,-0.17958500000000002
10,35000,-0.010899200000000001,-0.197296
10,35500,-0.009117599999999984,-0.19952199999999998
10,36000,-0.008162099999999995,-0.186926
10,36500,-0.009999999999999986,-0.173989
10,37000,-0.009999999999999986,-0.179669
10,37500,-0.00832529999999999,-0.169547
10,38000,-0.006086599999999975,-0.17472700000000002
10,38500,-0.006210599999999988,-0.182264
10,39000,-0.006521599999999983,-0.18202500000000002
10,39500,-0.006521599999999983,-0.172242
10,40000,-0.006521599999999983,-0.18092500000000003
10,40500,-0.006086899999999983,-0.193914
10,41000,-0.005652099999999982,-0.182906
10,41500,-0.005218499999999983,-0.18479700000000002
10,42000,-0.005217299999999983,-0.183737
10,42500,-0.003770599999999999,-0.18110500000000002
10,43000,-0.0026089999999999876,-0.190066
10,43500,-0.0026089999999999876,-0.16399
10,44000,-0.0026089999999999876,-0.16168300000000002
10,44500,-0.001884699999999999,-0.16565900000000003
1000,15000,0.33665389999999995,0.4328075
1000,15500,0.3427932,0.43473210000000007
1000,16000,0.3495253,0.4406631
1000,16500,0.3514627,0.4465521
1000,17000,0.36545370000000005,0.44416409999999995
1000,17500,0.3719821,0.4628091
1000,18000,0.36812670000000003,0.44123009999999996
1000,18500,0.3612091,0.4405200999999999
1000,19000,0.3648363,0.4404781
1000,19500,0.36043410000000004,0.44081909999999996
1000,20000,0.35996609999999996,0.43988609999999995
1000,20500,0.3650681,0.44275909999999996
1000,21000,0.36786810000000003,0.4451301
1000,21500,0.3610821,0.4459341
1000,22000,0.35837810000000003,0.43920709999999996
1000,22500,0.36317910000000003,0.44076309999999996
1000,23000,0.3625271,0.47398609999999997
1000,23500,0.363385,0.49236709999999995
1000,24000,0.3664237,0.5126091
1000,24500,0.3604097,0.5011990999999999
1000,25000,0.35245170000000003,0.4897411
1000,25500,0.3498597,0.5014731
1000,26000,0.3489284,0.5020261
1000,26500,0.3486154,0.5002491
1000,27000,0.3462806,0.4983991
1000,27500,0.34497926,0.4967701
1000,28000,0.3422942,0.49721010000000004
1000,28500,0.336918,0.4895561
1000,29000,0.3312375,0.4902531
1000,29500,0.3350965,0.4910781
1000,30000,0.34188430000000003,0.49044809999999994
1000,30500,0.3490043,0.5063271
1000,31000,0.34512416999999995,0.5095691
1000,31500,0.34079919999999997,0.4960941
1000,32000,0.3290881,0.5052540999999999
1000,32500,0.31660912999999996,0.5019920999999999
1000,33000,0.3133551,0.4963521
1000,33500,0.3113571,0.49391109999999994
1000,34000,0.30339170000000004,0.49255909999999997
1000,34500,0.3000997,0.49178809999999995
1000,35000,0.2987987,0.4966391
1000,35500,0.2938827,0.48526410000000003
1000,36000,0.2903977,0.47961349999999997
1000,36500,0.2893747,0.4814138
1000,37000,0.2885787,0.4851354
1000,37500,0.28915870000000005,0.4936221999999999
1000,38000,0.2921577,0.49951419999999996
1000,38500,0.28896869999999997,0.4974852
1000,39000,0.28859270000000004,0.4971612
1000,39500,0.2879347,0.4956512
1000,40000,0.2855917,0.49817920000000004
1000,40500,0.2797927,0.49805839999999996
1000,41000,0.2768157,0.4952287999999999
1000,41500,0.28779119999999997,0.4959447999999999
1000,42000,0.28816319999999995,0.4944704
1000,42500,0.2885796,0.4941527
1000,43000,0.28908019,0.49576059999999994
1000,43500,0.2871017,0.4964995
1000,44000,0.28532370000000007,0.5004107999999999
1000,44500,0.2859647,0.4947641
1001,15000,-0.0019999999999999905,0.21199999999999997
1001,15500,0.003999999999999992,0.21799999999999997
1001,16000,0.0070000000000000175,0.20399999999999996
1001,16500,0.02200000000000001,0.21599999999999997
1001,17000,0.025000000000000012,0.23399999999999999
1001,17500,0.021000000000000008,0.21999999999999997
1001,18000,0.012000000000000021,0.21199999999999997
1001,18500,0.003000000000000014,0.21399999999999997
1001,19000,0.001000000000000012,0.20600000000000002
1001,19500,0.021000000000000008,0.205
1001,20000,0.025000000000000012,0.205
1001,20500,0.01000000000000002,0.20299999999999999
1001,21000,0.009000000000000018,0.2
1001,21500,0.020000000000000007,0.202
1001,22000,-0.00999999999999997,0.20299999999999999
1001,22500,-0.011999999999999972,0.188
1001,23000,-0.022999999999999982,0.179
1001,23500,-0.031,0.184
1001,24000,-0.02999999999999999,0.186
1001,24500,0.001000000000000012,0.185
1001,25000,0.006999999999999995,0.185
1001,25500,-0.007000000000000001,0.183
1001,26000,-0.02200000000000001,0.188
1001,26500,-0.009999999999999998,0.18500000000000003
1001,27000,-0.011,0.193
1001,27500,-0.00799999999999999,0.195
1001,28000,0.006999999999999995,0.188
1001,28500,0.006000000000000005,0.18700000000000003
1001,29000,0.009999999999999998,0.189
1001,29500,0.013000000000000012,0.198
1001,30000,0.013000000000000022,0.192
1001,30500,0.023,0.18700000000000003
1001,31000,0.020000000000000007,0.187
