song_id,audio_path,valence_mean,valence_std,valence_min,valence_max,valence_range,arousal_mean,arousal_std,arousal_min,arousal_max,arousal_range
10,..\data\music\DEAM\DEAM_audio\MEMD_audio\10.mp3,0.0430413425,0.053411275479439434,-0.01527569999999998,0.10651300000000001,0.12178869999999999,-0.17135073833333334,0.015987638699915332,-0.19952199999999998,-0.129007,0.07051499999999997
1000,..\data\music\DEAM\DEAM_audio\MEMD_audio\1000.mp3,0.3275031275,0.03167369710710138,0.2768157,0.3719821,0.09516639999999998,0.4812439433333333,0.024433363363751667,0.4328075,0.5126091,0.07980160000000003
1001,..\data\music\DEAM\DEAM_audio\MEMD_audio\1001.mp3,-0.001066666666666657,0.016512486857594228,-0.03799999999999999,0.025000000000000012,0.063,0.20565000000000003,0.016153250446891483,0.179,0.23500000000000001,0.05600000000000002
1002,..\data\music\DEAM\DEAM_audio\MEMD_audio\1002.mp3,-0.04728333333333334,0.030267194378659476,-0.098,0.05499999999999999,0.153,-0.01948333333333332,0.060633734193287346,-0.11100000000000002,0.08800000000000001,0.199
1003,..\data\music\DEAM\DEAM_audio\MEMD_audio\1003.mp3,0.17526666666666665,0.02709542806862851,0.14000000000000004,0.23299999999999996,0.09299999999999992,0.02712962962962963,0.025053269721358497,-0.02,0.07444444444444445,0.09444444444444446
1004,..\data\music\DEAM\DEAM_audio\MEMD_audio\1004.mp3,-0.14121666666666668,0.021373731281385776,-0.16300000000000003,-0.079,0.08400000000000003,0.17975,0.02953564231004071,0.094,0.23399999999999999,0.13999999999999999
1005,..\data\music\DEAM\DEAM_audio\MEMD_audio\1005.mp3,0.32995,0.050984123345737105,0.22899999999999995,0.386,0.15700000000000006,0.14208333333333334,0.022447191113564496,0.08699999999999997,0.188,0.10100000000000003
1006,..\data\music\DEAM\DEAM_audio\MEMD_audio\1006.mp3,0.04148333333333334,0.046717053155732706,-0.009000000000000005,0.157,0.166,0.16738333333333336,0.06731891553559734,0.084,0.335,0.251
1007,..\data\music\DEAM\DEAM_audio\MEMD_audio\1007.mp3,0.2641166666666666,0.018190740929262764,0.22400000000000003,0.31500000000000006,0.09100000000000003,0.28848333333333337,0.06179926959295088,0.16999999999999998,0.40700000000000003,0.23700000000000004
1008,..\data\music\DEAM\DEAM_audio\MEMD_audio\1008.mp3,0.23128333333333334,0.071485684270038,0.127,0.3370000000000001,0.21000000000000008,0.13901666666666665,0.13215098582892054,-0.11300000000000002,0.329,0.44200000000000006
1009,..\data\music\DEAM\DEAM_audio\MEMD_audio\1009.mp3,-0.01791666666666666,0.03127741020111621,-0.074,0.03899999999999999,0.11299999999999999,0.13465000000000002,0.010046267963776397,0.11200000000000002,0.15100000000000002,0.03900000000000001
101,..\data\music\DEAM\DEAM_audio\MEMD_audio\101.mp3,-0.3300059633333333,0.05901151662849088,-0.41288,-0.22538909999999998,0.18749090000000004,-0.19558299095000004,0.05529998247239399,-0.32976286000000005,-0.11239469999999999,0.21736816000000006
1010,..\data\music\DEAM\DEAM_audio\MEMD_audio\1010.mp3,0.41289999999999993,0.04269414479761833,0.364,0.5109999999999999,0.1469999999999999,0.26786666666666664,0.15740070591398955,0.048,0.538,0.49000000000000005
1011,..\data\music\DEAM\DEAM_audio\MEMD_audio\1011.mp3,0.06721666666666666,0.033899405927275805,0.02200000000000001,0.124,0.102,-0.27711666666666673,0.026319252564530698,-0.325,-0.213,0.11200000000000002
1012,..\data\music\DEAM\DEAM_audio\MEMD_audio\1012.mp3,0.016866666666666662,0.030323514894476787,-0.031000000000000007,0.053000000000000005,0.08400000000000002,0.003000000000000004,0.04343539263473202,-0.095,0.07499999999999998,0.16999999999999998
1013,..\data\music\DEAM\DEAM_audio\MEMD_audio\1013.mp3,-0.23908333333333334,0.03181524355120078,-0.32199999999999995,-0.20400000000000001,0.11799999999999994,0.00046666666666667284,0.06286558853794516,-0.067,0.10299999999999998,0.16999999999999998
1014,..\data\music\DEAM\DEAM_audio\MEMD_audio\1014.mp3,0.05106666666666666,0.01109033613356942,0.013999999999999995,0.075,0.061,0.2429333333333333,0.015477797718739649,0.20199999999999996,0.2799999999999999,0.07799999999999996
1015,..\data\music\DEAM\DEAM_audio\MEMD_audio\1015.mp3,0.4368166666666667,0.011898867826627692,0.40599999999999997,0.45899999999999996,0.05299999999999999,0.5559666666666666,0.010117586449126867,0.534,0.5780000000000001,0.04400000000000004
1016,..\data\music\DEAM\DEAM_audio\MEMD_audio\1016.mp3,-0.24703333333333333,0.0838657591365842,-0.378,-0.148,0.23,-0.25725000000000003,0.042772119034093545,-0.3370000000000001,-0.17,0.16700000000000007
1017,..\data\music\DEAM\DEAM_audio\MEMD_audio\1017.mp3,0.13085000000000002,0.011235101245649727,0.10900000000000001,0.15100000000000002,0.04200000000000001,0.017533333333333335,0.007502147840600197,-0.0009999999999999898,0.030999999999999993,0.03199999999999998
1018,..\data\music\DEAM\DEAM_audio\MEMD_audio\1018.mp3,-0.054066666666666645,0.039278011943353515,-0.12099999999999997,0.005000000000000003,0.12599999999999997,-0.26278333333333337,0.05287220179094325,-0.346,-0.135,0.21099999999999997
1019,..\data\music\DEAM\DEAM_audio\MEMD_audio\1019.mp3,-0.11591666666666668,0.020518521443374568,-0.159,-0.08100000000000002,0.07799999999999999,-0.13948333333333332,0.06061888915364766,-0.24099999999999996,-0.031,0.20999999999999996
102,..\data\music\DEAM\DEAM_audio\MEMD_audio\102.mp3,0.1274197523333333,0.011313339474843604,0.1108088,0.1480438,0.037235000000000004,0.34081591833333336,0.03266802578684287,0.29516339999999996,0.40875700000000004,0.11359360000000007
1020,..\data\music\DEAM\DEAM_audio\MEMD_audio\1020.mp3,-0.13321666666666668,0.026106890320798878,-0.176,-0.07199999999999998,0.10400000000000001,-0.05769999999999999,0.055166807653394864,-0.141,0.06599999999999999,0.20699999999999996
1021,..\data\music\DEAM\DEAM_audio\MEMD_audio\1021.mp3,0.3243833333333333,0.043526272398275605,0.205,0.371,0.166,0.30143333333333333,0.03222233524884391,0.21200000000000002,0.358,0.14599999999999996
1022,..\data\music\DEAM\DEAM_audio\MEMD_audio\1022.mp3,-0.22178333333333333,0.07584196104766514,-0.30200000000000005,-0.071,0.23100000000000004,-0.08625,0.05314057614792423,-0.169,-0.019000000000000017,0.15
