file_id,dataset,file,speaker,emotion,emotion_id,sample_rate,duration,pitch_mean,pitch_median,pitch_min,pitch_max,pitch_std,pitch_range,energy_mean,energy_std,energy_min,energy_max,energy_range,zcr_mean,zcr_std,zcr_min,zcr_max,jitter,shimmer,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std
CREMA-D_1001_2880,CREMA-D,c:\Users\18045\OneDrive\Documents\Coding\sem7\sp\promuse\data\speech\crema_d\AudioWAV\1001_DFA_ANG_XX.wav,1001,angry,ANG,0.0,-0.5283605548816803,-0.3566959801555495,-0.3722835201849498,-0.3265602588951058,-0.40527211731350654,-0.6252666699171799,-0.36743920794271334,0.4526739890815659,0.7113934917173637,-3.822028784294191,0.7185336729919258,0.7434419957568007,0.6087089864017787,0.1464268505603444,1.7751405283547315,0.29980463065143803,0.38942460454040867,-0.3777856540875167,0.7698375351037443,2.053726702838606,-0.5630208735571186,0.4557802985451107,-1.737860819590986,0.5065897572753055,0.06785280408415643,-0.028505685456308504,0.25748300130435176,-0.02419107952620195,-1.0144743628953492,1.1205082716972112,-2.5558373052411003,2.1596181106165058,-0.7361789075949416,1.7111649204401642,-0.691894130007009,-0.7493542603887862,-2.9393078886912023,0.07464935333002204,0.6521180635620358,0.20649227472909645,-2.3712344497972886,1.0722602788013664,-0.9935893694175127,-0.0001090141223330208
CREMA-D_1001_2881,CREMA-D,c:\Users\18045\OneDrive\Documents\Coding\sem7\sp\promuse\data\speech\crema_d\AudioWAV\1001_DFA_DIS_XX.wav,1001,disgust,DIS,0.0,-0.40952343204624475,-0.7380374024202637,-0.9029027716776759,0.5409366971657306,-0.09518474998601448,0.3473274214019123,-0.15494175087981168,-0.4238490767593461,-0.3585921430530963,-0.21085049883644827,-0.3270401472392715,-0.32577879942192883,0.3009274694813561,0.18266636062566838,-0.8753187458980998,0.48852495725816253,2.1430325069651652,5.935776564122974,0.0509944208755808,0.8669803032731423,-0.3322452616582831,-0.11099214911957546,-1.6263005511880835,-0.013143112501372496,1.0886142077278356,-0.8000274459902758,1.3041729896983003,-0.872265231589349,-1.161134909976093,1.334111743784188,-1.2625623231306315,0.6098784275770455,0.23105667802092594,0.07122377930886944,-1.1667348499396273,0.015908063928985385,-2.108297655963207,-0.7384210736400271,-0.24307170867113279,0.09392834116082312,-1.644581573699894,0.03649136833695701,-1.0133905671256236,-0.8934323071117285
CREMA-D_1001_2882,CREMA-D,c:\Users\18045\OneDrive\Documents\Coding\sem7\sp\promuse\data\speech\crema_d\AudioWAV\1001_DFA_FEA_XX.wav,1001,fearful,FEA,0.0,-0.739352037005301,0.42916221978438934,0.7155516666655922,-0.3265602588951058,-1.2314421102819557,-0.010995767637590645,-1.1904705176662482,0.5766089257859308,1.0986717863881426,-0.26448471652792005,1.0293310556984436,1.0313559039207112,0.02002345840203995,-0.0007301489710980933,-0.5219241759977222,0.27883570547291303,-0.5493665950008912,-0.4416272853825731,0.5092342611381847,2.182135499400142,-0.5459420473639405,-0.6367416889579787,-1.7277791251015617,0.4448908347333206,0.04290627910936829,-0.2621314232154435,0.746619421836491,-0.5293983228998685,-1.304575918786351,1.5878498701912442,-1.7645155281798155,1.6537283248808976,0.25770121133651563,-0.3706687034558151,-1.074961797256375,-0.9293944355277503,-3.102068664465184,0.9206029951867523,-0.5913404444915183,-0.7505642076721698,-1.942201843303602,-0.4885652776591214,-1.161350991512753,-0.45412317005303776
CREMA-D_1001_2883,CREMA-D,c:\Users\18045\OneDrive\Documents\Coding\sem7\sp\promuse\data\speech\crema_d\AudioWAV\1001_DFA_HAP_XX.wav,1001,happy,HAP,0.0,-1.3329199946188834,-0.005213505942882126,0.3854786987749875,-0.041603946352236895,-0.9733581418776851,0.24963075559374737,-0.9650365007458769,0.4566024902862701,0.7049698785865798,0.385476805471302,0.7675153453681894,0.7652614016040429,0.05828438408261436,-0.1539964019682101,-0.16852960609734485,-0.0514248660888549,0.8103189967643338,1.2363785254384094,0.8363393322833202,1.9236479782791447,-0.5621712691627259,-0.518013672990093,-2.0547066786215478,0.08515193504140707,0.663865188441242,-0.4645769738736355,0.6380907565430689,-0.026895997240208365,-2.0485368970158975,1.1347464776494007,-2.061507138070945,1.216250060237739,-0.23500761755326396,0.8081067022400384,-1.9383030654857512,0.19357297230008644,-3.9813375080183033,0.8967625828775055,0.28308967686487846,0.6211774197056404,-2.2507615382716484,0.4210104353787833,-1.9979072228859784,-0.2212948366055565
CREMA-D_1001_2884,CREMA-D,c:\Users\18045\OneDrive\Documents\Coding\sem7\sp\promuse\data\speech\crema_d\AudioWAV\1001_DFA_NEU_XX.wav,1001,neutral,NEU,0.0,-1.0030913896598268,-0.8645220910011925,-0.7458378606124672,-0.24112617130181765,-0.7633220472849868,-0.503638477546964,-0.7336238511651232,-0.28693336574441886,-0.12911933438178366,0.25748718165509005,0.018989791216145916,0.01733243655098002,-0.04910114577305865,-0.31256015497816153,-0.5219241759977222,-0.26111411787410443,2.707297679825565,2.4834738170581363,0.22526552179634873,0.502158812252932,0.023005744601270035,-0.036263325285894835,-1.6936174850451091,-0.4245203472066732,0.8678976883984287,-0.8527935335522263,0.7581925299105252,-0.21837970660738934,-0.64032095775875,0.41034730265724656,-1.5285481071651368,2.3345208946749194,-0.6525287786226576,0.276522707506256,-1.4398538366624312,0.04068128254838481,-2.576657399854464,0.8676078028038391,0.9140544952977604,1.7364717345087164,-2.2576016422430145,0.48746244096544683,0.14790011520280455,0.5408278906904851
CREMA-D_1001_2885,CREMA-D,c:\Users\18045\OneDrive\Documents\Coding\sem7\sp\promuse\data\speech\crema_d\AudioWAV\1001_DFA_SAD_XX.wav,1001,sad,SAD,0.0,-1.0690571106516389,-0.9938614581719921,-1.0059980949996858,-0.0669672275345914,-0.8172959261033892,-0.0980046575610868,-0.8067483533247579,-0.5437798211344967,-0.5065512573675385,-0.6030607888115319,-0.5096370735523693,-0.5058984718935299,0.11077970236450431,0.06466937639370472,-0.16852960609734485,-0.09860494774053609,3.9571757501993776,4.337472679393686,-0.29782644535441194,0.3484648642785968,-0.20422652671296251,0.04196993155906553,-1.2748971235534896,-0.5241490101050099,1.5283379758528455,-0.6012454566961027,1.5525933329194523,-0.9950508667693702,-0.8107327786859652,1.005525321940298,-1.1352456709083736,1.1482308167348136,0.31983064969867,-0.14589222075939318,-1.089738272158294,-0.9294891691705796,-2.1998417588668673,-0.5868971316915794,0.011278057689219544,0.7095747107391943,-2.099213890539572,-0.5021410632286182,-0.6112637846189888,-0.7110923371509182
CREMA-D_1001_2886,CREMA-D,c:\Users\18045\OneDrive\Documents\Coding\sem7\sp\promuse\data\speech\crema_d\AudioWAV\1001_IEO_ANG_HI.wav,1001,angry,ANG,0.0,-1.200988552635261,0.08201748541098483,0.12225672781142354,-0.3265602588951058,-0.033693084619259406,-0.450479616103448,0.002728167472759426,0.7600485127080489,0.8063724323712771,-0.9658384915684189,1.014817494920075,1.0213680835080905,1.089919244483124,0.5038461958376883,1.598443243404542,0.5147361137313188,-1.317083443643596,-0.3060857529230192,1.4844715009920957,1.5354134816875598,-0.6016199581738954,0.33175087866707426,-2.047955655165765,0.8558562012588272,-1.687681169384944,1.6192064345979875,-1.650698134378527,2.91287555268562,0.17881179547028056,0.02938581865282792,-1.352012899568565,1.7901848314924296,-1.2873295352578487,2.2578405006361595,-1.0177238854189719,0.3797841909245669,-3.4234116118346454,1.8212829869830343,2.4330722547398387,2.138136470573498,-3.350332774030073,1.1340354246135218,-1.3756167824994823,0.6947361450079117
CREMA-D_1001_2887,CREMA-D,c:\Users\18045\OneDrive\Documents\Coding\sem7\sp\promuse\data\speech\crema_d\AudioWAV\1001_IEO_ANG_LO.wav,1001,angry,ANG,0.0,-0.9371256686680157,-1.167952053361931,-1.16428896962119,-0.3265602588951058,-0.3466196492191646,-0.3667928730282489,-0.30900956507858723,-0.40052488547578696,-0.24316060634257677,-0.41158118482297473,-0.2900895216443559,-0.28752021928933763,-0.17046255972045457,-0.39300163953171,2.128535098255109,-0.7067037779177593,0.2536722863894661,-0.9604208902409678,-0.143161415493367,0.6156144379792398,0.5695890612208704,-0.885071866867773,-1.59747544650224,-0.29416017014453744,0.0018482717836006389,-0.7886643400797244,0.20390299975843035,1.6546765720618635,0.2435653324383731,-1.8176977495355484,-0.7525675093921894,-0.5196989150917697,0.027060506602026708,0.8219728111054734,-0.7052334857807295,-0.14163967306193967,-2.7618556850659215,-1.2329825888797614,1.1372076041821357,2.0559927937900175,-1.9842909343116049,1.0772613642798894,-1.3024891998300496,-0.20678024967753464
CREMA-D_1001_2888,CREMA-D,c:\Users\18045\OneDrive\Documents\Coding\sem7\sp\promuse\data\speech\crema_d\AudioWAV\1001_IEO_ANG_MD.wav,1001,angry,ANG,0.0,0.18392099425461816,-0.6220959160012461,-0.7230537548216045,-0.3265602588951058,-0.17182226873926765,-0.06319980442884177,-0.13487625326983138,-0.23229999211340524,-0.25627171666488385,-0.3511640167541217,-0.35793131168047976,-0.3557731420521798,0.544374406847766,0.6486529016650101,0.36156224875322135,1.426884358997154,0.4230082586225092,0.7427052592130795,0.3010256142638747,0.5978945170179839,0.5029293267106608,0.5521636878488684,-1.6189308387813406,0.3484410635569058,-0.6931134689876484,0.4794647692645405,-0.6133702123123,2.391213792969796,0.43279036054242637,-0.735590106207524,-1.0551718414477897,-0.10629788815935876,-1.592490592454694,2.189037262337122,-0.6485187314152613,-0.20633112583715757,-2.3806034030670324,1.3366772580220039,2.3298134959591428,3.474976496029417,-3.403721496642463,0.46978528253093915,-1.1660730269221755,0.18073718452615106
CREMA-D_1001_2889,CREMA-D,c:\Users\18045\OneDrive\Documents\Coding\sem7\sp\promuse\data\speech\crema_d\AudioWAV\1001_IEO_DIS_HI.wav,1001,disgust,DIS,0.0,-1.0690571106516389,-0.3744324303538563,-0.7623687002732171,-0.3265602588951058,-0.20252076412843587,0.2852767906331714,-0.1654581227176774,0.03429956385116699,0.22173404684748615,-1.17904894746189,0.04217270411801417,0.04980142430208907,0.7773705545225741,0.1961483193230091,0.36156224875322135,0.17399107958028828,-0.12223192318534566,-0.2456412521075972,0.663490735817796,1.311063966879084,-0.43384113831381804,-0.12724478903187952,-2.2432600029063465,0.5313232322409963,-0.11255635561180308,0.4016942439353753,-0.6650613770481979,2.6585497270995764,-0.17645474449407642,-0.22727678139170046,-1.5629729337544938,-0.012617312428931219,-0.5597199837039575,1.88953078208439,-0.12306475773352792,-0.011149150664009554,-2.4489664921394,-0.355337125702567,1.2079473005440535,1.7574745131271883,-2.340953693154768,-0.7774843934627463,-0.4681679921772933,-0.06040374225991354
